step,key,shape,compress_dims,snr,mean_sqr,var
1,transformer.h.1.mlp.mlp_proj.weight,"(768, 3072)","(1,)",0.37419402599334717,1.439472771418457e-17,3.500826544799181e-17
1,transformer.h.1.mlp.mlp_proj.weight,"(768, 3072)","(0, 1)",0.1027204692363739,4.601981287630592e-18,4.480101518326824e-17
1,transformer.h.2.ln_1.weight,"(768,)","(0,)",0.17091262340545654,2.8796982380971288e-21,1.6848950141430592e-20
1,transformer.h.2.attn.k_proj.weight,"(768, 768)","(0,)",0.17580346763134003,3.209188044133134e-27,2.1495744762077215e-26
1,transformer.h.2.attn.k_proj.weight,"(768, 768)","(1,)",0.5215858817100525,8.294733751442943e-27,1.6410198862174412e-26
1,transformer.h.2.attn.k_proj.weight,"(768, 768)","(0, 1)",0.12183578312397003,2.6830534500546904e-27,2.202188417098052e-26
1,transformer.h.2.attn.q_proj.weight,"(768, 768)","(0,)",0.45161131024360657,7.275872899659363e-27,1.6097440165157569e-26
1,transformer.h.2.attn.q_proj.weight,"(768, 768)","(1,)",0.47996261715888977,7.589455894692404e-27,1.578386025161244e-26
1,transformer.h.2.attn.q_proj.weight,"(768, 768)","(0, 1)",0.12102263420820236,2.5233214426990796e-27,2.084999585916373e-26
1,transformer.h.2.attn.v_proj.weight,"(768, 768)","(0,)",0.48953017592430115,9.771971190933644e-20,2.006871480975888e-19
1,transformer.h.2.attn.v_proj.weight,"(768, 768)","(1,)",0.46346035599708557,9.485457798730297e-20,2.0355233371841056e-19
1,transformer.h.2.attn.v_proj.weight,"(768, 768)","(0, 1)",0.11927691102027893,3.18000409961091e-20,2.666068513225588e-19
1,transformer.h.2.attn.output_proj.weight,"(768, 768)","(0,)",0.4226562976837158,4.786846228368843e-17,1.1809197031254507e-16
1,transformer.h.2.attn.output_proj.weight,"(768, 768)","(1,)",0.5326437950134277,5.745823513153415e-17,1.085022007734218e-16
1,transformer.h.2.attn.output_proj.weight,"(768, 768)","(0, 1)",0.11409910768270493,1.6996635911498695e-17,1.4896379337601235e-16
1,transformer.h.2.ln_2.weight,"(768,)","(0,)",0.1378776878118515,3.402073094292344e-21,2.4674573105845204e-20
1,transformer.h.2.mlp.mlp_up.weight,"(3072, 768)","(0,)",0.32616695761680603,5.1323798393884246e-21,1.550735366074908e-20
1,transformer.h.2.mlp.mlp_up.weight,"(3072, 768)","(1,)",0.5269323587417603,7.2276465063405e-21,1.3412089821074488e-20
1,transformer.h.2.mlp.mlp_up.weight,"(3072, 768)","(0, 1)",0.10161515325307846,1.9038496818961672e-21,1.873588321239616e-20
1,transformer.h.2.mlp.mlp_proj.weight,"(768, 3072)","(0,)",0.42649903893470764,9.968489219496995e-18,2.4500790304438936e-17
1,transformer.h.2.mlp.mlp_proj.weight,"(768, 3072)","(1,)",0.31041431427001953,8.519340751017383e-18,2.594993960009916e-17
1,transformer.h.2.mlp.mlp_proj.weight,"(768, 3072)","(0, 1)",0.07966214418411255,2.5432933519280042e-18,3.1925995270994665e-17
1,transformer.h.3.ln_1.weight,"(768,)","(0,)",0.11458609998226166,1.705643393858467e-21,1.4885255678972382e-20
1,transformer.h.3.attn.k_proj.weight,"(768, 768)","(0,)",0.17180871963500977,8.156051388007507e-28,5.552434459253024e-27
1,transformer.h.3.attn.k_proj.weight,"(768, 768)","(1,)",0.49555686116218567,2.075140018677676e-27,4.292899771969093e-27
1,transformer.h.3.attn.k_proj.weight,"(768, 768)","(0, 1)",0.12016604840755463,6.831328883227427e-28,5.6849076245477555e-27
1,transformer.h.3.attn.q_proj.weight,"(768, 768)","(0,)",0.5100244283676147,1.9739441482727874e-27,3.6676604822193766e-27
1,transformer.h.3.attn.q_proj.weight,"(768, 768)","(1,)",0.5344191193580627,2.0071086619151356e-27,3.6344955833910395e-27
1,transformer.h.3.attn.q_proj.weight,"(768, 768)","(0, 1)",0.151813805103302,7.435867700155886e-28,4.8980181012178184e-27
1,transformer.h.3.attn.v_proj.weight,"(768, 768)","(0,)",0.5020883083343506,4.05871515626915e-20,8.10687665114486e-20
1,transformer.h.3.attn.v_proj.weight,"(768, 768)","(1,)",0.5299443602561951,4.252349413497291e-20,7.913242070799292e-20
1,transformer.h.3.attn.v_proj.weight,"(768, 768)","(0, 1)",0.1352131962776184,1.4490217159754357e-20,1.0716570737673428e-19
1,transformer.h.3.attn.output_proj.weight,"(768, 768)","(0,)",0.4630862772464752,2.95828142800361e-17,6.465088157759304e-17
1,transformer.h.3.attn.output_proj.weight,"(768, 768)","(1,)",0.5764141082763672,3.505851501584318e-17,5.917518415050842e-17
1,transformer.h.3.attn.output_proj.weight,"(768, 768)","(0, 1)",0.13479305803775787,1.1193274045808337e-17,8.304043670107183e-17
1,transformer.h.3.ln_2.weight,"(768,)","(0,)",0.17418204247951508,1.5925269499628198e-21,9.142887895066136e-21
1,transformer.h.3.mlp.mlp_up.weight,"(3072, 768)","(0,)",0.30321192741394043,3.3245251138138897e-21,1.086911205147487e-20
1,transformer.h.3.mlp.mlp_up.weight,"(3072, 768)","(1,)",0.5201461911201477,4.935108168507681e-21,9.258533237697304e-21
1,transformer.h.3.mlp.mlp_up.weight,"(3072, 768)","(0, 1)",0.09329502284526825,1.2111971924468534e-21,1.2982441386480648e-20
1,transformer.h.3.mlp.mlp_proj.weight,"(768, 3072)","(0,)",0.4937404692173004,5.859705686704714e-18,1.1889764257481049e-17
1,transformer.h.3.mlp.mlp_proj.weight,"(768, 3072)","(1,)",0.2717403173446655,3.916603006716611e-18,1.383286941901099e-17
1,transformer.h.3.mlp.mlp_proj.weight,"(768, 3072)","(0, 1)",0.08118109405040741,1.3327288977197913e-18,1.641673928870717e-17
1,transformer.h.4.ln_1.weight,"(768,)","(0,)",0.14368373155593872,9.885778682030975e-22,6.88023549582963e-21
1,transformer.h.4.attn.k_proj.weight,"(768, 768)","(0,)",0.181108295917511,6.473497840315084e-28,4.009623595726919e-27
1,transformer.h.4.attn.k_proj.weight,"(768, 768)","(1,)",0.5001262426376343,1.5608991012672928e-27,3.096074711825372e-27
1,transformer.h.4.attn.k_proj.weight,"(768, 768)","(0, 1)",0.12561307847499847,5.1969606582961135e-28,4.137276543556838e-27
1,transformer.h.4.attn.q_proj.weight,"(768, 768)","(0,)",0.46940621733665466,1.2308375607405832e-27,2.6227612501806758e-27
1,transformer.h.4.attn.q_proj.weight,"(768, 768)","(1,)",0.5401747226715088,1.3822502248119216e-27,2.4713486824058345e-27
1,transformer.h.4.attn.q_proj.weight,"(768, 768)","(0, 1)",0.13649772107601166,4.62832021256606e-28,3.3907672229988904e-27
1,transformer.h.4.attn.v_proj.weight,"(768, 768)","(0,)",0.5094073414802551,2.7665601655287266e-20,5.375360832372252e-20
1,transformer.h.4.attn.v_proj.weight,"(768, 768)","(1,)",0.5284125804901123,2.833840645484832e-20,5.308080352416147e-20
1,transformer.h.4.attn.v_proj.weight,"(768, 768)","(0, 1)",0.13677619397640228,9.796304841226908e-21,7.162288090397587e-20
1,transformer.h.4.attn.output_proj.weight,"(768, 768)","(0,)",0.5055590271949768,1.8887000037172255e-17,3.692646751000023e-17
1,transformer.h.4.attn.output_proj.weight,"(768, 768)","(1,)",0.5215821266174316,1.9133124319714958e-17,3.66803481905412e-17
1,transformer.h.4.attn.output_proj.weight,"(768, 768)","(0, 1)",0.133528470993042,6.574768584671079e-18,4.923870020327232e-17
1,transformer.h.4.ln_2.weight,"(768,)","(0,)",0.14492864906787872,1.6536635943868013e-21,1.1410191569661119e-20
1,transformer.h.4.mlp.mlp_up.weight,"(3072, 768)","(0,)",0.29626205563545227,2.073366373610202e-21,6.943760381934288e-21
1,transformer.h.4.mlp.mlp_up.weight,"(3072, 768)","(1,)",0.5674546360969543,3.335608243500785e-21,5.681519521785664e-21
1,transformer.h.4.mlp.mlp_up.weight,"(3072, 768)","(0, 1)",0.09740620106458664,8.003638856143273e-22,8.216765495259256e-21
1,transformer.h.4.mlp.mlp_proj.weight,"(768, 3072)","(0,)",0.5137749910354614,3.742025711256682e-18,7.238997511683304e-18
1,transformer.h.4.mlp.mlp_proj.weight,"(768, 3072)","(1,)",0.26204991340637207,2.3381666220852667e-18,8.642857014445026e-18
1,transformer.h.4.mlp.mlp_proj.weight,"(768, 3072)","(0, 1)",0.08060013502836227,8.190557860825904e-19,1.0161965110411923e-17
1,transformer.h.5.ln_1.weight,"(768,)","(0,)",0.17020054161548615,9.1580213016977e-22,5.380723854642565e-21
1,transformer.h.5.attn.k_proj.weight,"(768, 768)","(0,)",0.1910887211561203,3.843425519324271e-28,2.4808514133444356e-27
1,transformer.h.5.attn.k_proj.weight,"(768, 768)","(1,)",0.5129742622375488,9.574369754742432e-28,1.9077570620249923e-27
1,transformer.h.5.attn.k_proj.weight,"(768, 768)","(0, 1)",0.12243780493736267,3.125411873037488e-28,2.5526525853801194e-27
1,transformer.h.5.attn.q_proj.weight,"(768, 768)","(0,)",0.4393971264362335,8.969865604552972e-28,2.0813725205707074e-27
1,transformer.h.5.attn.q_proj.weight,"(768, 768)","(1,)",0.575177013874054,1.1125686102681935e-27,1.8657906633508056e-27
1,transformer.h.5.attn.q_proj.weight,"(768, 768)","(0, 1)",0.13238590955734253,3.48196506143173e-28,2.6301627915499504e-27
1,transformer.h.5.attn.v_proj.weight,"(768, 768)","(0,)",0.49714985489845276,2.1031256097855394e-20,4.190269508525186e-20
1,transformer.h.5.attn.v_proj.weight,"(768, 768)","(1,)",0.6041817665100098,2.4162824572074776e-20,3.877112176427108e-20
1,transformer.h.5.attn.v_proj.weight,"(768, 768)","(0, 1)",0.14916224777698517,8.168879492610678e-21,5.476506280476734e-20
1,transformer.h.5.attn.output_proj.weight,"(768, 768)","(0,)",0.5299802422523499,1.5277984554823794e-17,2.8312489852281265e-17
1,transformer.h.5.attn.output_proj.weight,"(768, 768)","(1,)",0.46601665019989014,1.3643320981644463e-17,2.994715756136366e-17
1,transformer.h.5.attn.output_proj.weight,"(768, 768)","(0, 1)",0.12492387741804123,4.840763928646581e-18,3.874970923768756e-17
1,transformer.h.5.ln_2.weight,"(768,)","(0,)",0.08460239320993423,1.206289543605067e-21,1.4258338400775283e-20
1,transformer.h.5.mlp.mlp_up.weight,"(3072, 768)","(0,)",0.2682528793811798,1.6640150650504349e-21,6.218151328592307e-21
1,transformer.h.5.mlp.mlp_up.weight,"(3072, 768)","(1,)",0.5532235503196716,2.8569808615622893e-21,5.025187248641782e-21
1,transformer.h.5.mlp.mlp_up.weight,"(3072, 768)","(0, 1)",0.0862167626619339,6.256350068837673e-22,7.256535627675201e-21
1,transformer.h.5.mlp.mlp_proj.weight,"(768, 3072)","(0,)",0.5280157327651978,3.483708786484947e-18,6.548374905685737e-18
1,transformer.h.5.mlp.mlp_proj.weight,"(768, 3072)","(1,)",0.2328709363937378,1.9153276093797975e-18,8.116756082790887e-18
1,transformer.h.5.mlp.mlp_proj.weight,"(768, 3072)","(0, 1)",0.072725310921669,6.801243915545621e-19,9.351962557639784e-18
1,transformer.h.6.ln_1.weight,"(768,)","(0,)",0.15295231342315674,4.313640366687398e-22,2.8202519017119825e-21
1,transformer.h.6.attn.k_proj.weight,"(768, 768)","(0,)",0.19364653527736664,3.1796159676160514e-28,1.9835035015517534e-27
1,transformer.h.6.attn.k_proj.weight,"(768, 768)","(1,)",0.4945051372051239,7.578494368117427e-28,1.5436158059463617e-27
1,transformer.h.6.attn.k_proj.weight,"(768, 768)","(0, 1)",0.12436340004205704,2.5456010336299886e-28,2.0469053079139757e-27
1,transformer.h.6.attn.q_proj.weight,"(768, 768)","(0,)",0.45101597905158997,8.179422547882646e-28,1.8110464898675873e-27
1,transformer.h.6.attn.q_proj.weight,"(768, 768)","(1,)",0.5270816087722778,9.147361234157644e-28,1.7142527175365847e-27
1,transformer.h.6.attn.q_proj.weight,"(768, 768)","(0, 1)",0.12539337575435638,2.929266500816342e-28,2.336061733462353e-27
1,transformer.h.6.attn.v_proj.weight,"(768, 768)","(0,)",0.4863866865634918,1.606026735469109e-20,3.3126324941935576e-20
1,transformer.h.6.attn.v_proj.weight,"(768, 768)","(1,)",0.539436399936676,1.7269875213294978e-20,3.1916718698918824e-20
1,transformer.h.6.attn.v_proj.weight,"(768, 768)","(0, 1)",0.13081106543540955,5.6898547397062e-21,4.34967367491269e-20
1,transformer.h.6.attn.output_proj.weight,"(768, 768)","(0,)",0.5347654223442078,9.117030028784924e-18,1.6855487466133872e-17
1,transformer.h.6.attn.output_proj.weight,"(768, 768)","(1,)",0.5664876103401184,9.53838094356841e-18,1.643413820571161e-17
1,transformer.h.6.attn.output_proj.weight,"(768, 768)","(0, 1)",0.14952468872070312,3.378381811137039e-18,2.2594140646865432e-17
1,transformer.h.6.ln_2.weight,"(768,)","(0,)",0.155326247215271,7.761564328710595e-22,4.996943150470288e-21
1,transformer.h.6.mlp.mlp_up.weight,"(3072, 768)","(0,)",0.27241817116737366,1.5815211665099597e-21,5.814086524057224e-21
1,transformer.h.6.mlp.mlp_up.weight,"(3072, 768)","(1,)",0.5081430077552795,2.5046754298292916e-21,4.8909327656088715e-21
1,transformer.h.6.mlp.mlp_up.weight,"(3072, 768)","(0, 1)",0.08069944381713867,5.522546858526784e-22,6.843351641562861e-21
1,transformer.h.6.mlp.mlp_proj.weight,"(768, 3072)","(0,)",0.5126715302467346,2.7413462399673413e-18,5.363490790582116e-18
1,transformer.h.6.mlp.mlp_proj.weight,"(768, 3072)","(1,)",0.20778578519821167,1.3861329188371336e-18,6.718706283061432e-18
1,transformer.h.6.mlp.mlp_proj.weight,"(768, 3072)","(0, 1)",0.06287424266338348,4.79441172564883e-19,7.6253983912252e-18
1,transformer.h.7.ln_1.weight,"(768,)","(0,)",0.09170631319284439,4.299205600517047e-22,4.688015021591957e-21
1,transformer.h.7.attn.k_proj.weight,"(768, 768)","(0,)",0.18089687824249268,2.039794533818055e-28,1.249957037670493e-27
1,transformer.h.7.attn.k_proj.weight,"(768, 768)","(1,)",0.5069093704223633,4.919150078643116e-28,9.620213628173654e-28
1,transformer.h.7.attn.k_proj.weight,"(768, 768)","(0, 1)",0.13013026118278503,1.6741533634987356e-28,1.2865211065541763e-27
1,transformer.h.7.attn.q_proj.weight,"(768, 768)","(0,)",0.5167685151100159,4.636858822974501e-28,8.885619650995641e-28
1,transformer.h.7.attn.q_proj.weight,"(768, 768)","(1,)",0.492844820022583,4.467478099190505e-28,9.05500133774461e-28
1,transformer.h.7.attn.q_proj.weight,"(768, 768)","(0, 1)",0.131948322057724,1.576280974102379e-28,1.194619966653895e-27
1,transformer.h.7.attn.v_proj.weight,"(768, 768)","(0,)",0.4465402662754059,1.394453968058505e-20,3.1305887821813894e-20
1,transformer.h.7.attn.v_proj.weight,"(768, 768)","(1,)",0.4990016520023346,1.5022052288360473e-20,3.022837844521274e-20
1,transformer.h.7.attn.v_proj.weight,"(768, 768)","(0, 1)",0.11477375030517578,4.658847211476659e-21,4.05915750402641e-20
1,transformer.h.7.attn.output_proj.weight,"(768, 768)","(0,)",0.5430124402046204,8.04355556166362e-18,1.4659488375928094e-17
1,transformer.h.7.attn.output_proj.weight,"(768, 768)","(1,)",0.49006226658821106,7.450445555767172e-18,1.5252600036185766e-17
1,transformer.h.7.attn.output_proj.weight,"(768, 768)","(0, 1)",0.13265500962734222,2.6589493315848623e-18,2.0044093365235932e-17
1,transformer.h.7.ln_2.weight,"(768,)","(0,)",0.13652439415454865,7.029048539397027e-22,5.148566002986111e-21
1,transformer.h.7.mlp.mlp_up.weight,"(3072, 768)","(0,)",0.28932222723960876,1.180976726339629e-21,3.997652021059761e-21
1,transformer.h.7.mlp.mlp_up.weight,"(3072, 768)","(1,)",0.5025469660758972,1.742406079090194e-21,3.436223375128567e-21
1,transformer.h.7.mlp.mlp_up.weight,"(3072, 768)","(0, 1)",0.08579278737306595,4.0918404480431135e-22,4.769445863798331e-21
1,transformer.h.7.mlp.mlp_proj.weight,"(768, 3072)","(0,)",0.5257666707038879,1.9527759368664513e-18,3.648768541816841e-18
1,transformer.h.7.mlp.mlp_proj.weight,"(768, 3072)","(1,)",0.2394195795059204,1.1027053756077031e-18,4.4988393098707425e-18
1,transformer.h.7.mlp.mlp_proj.weight,"(768, 3072)","(0, 1)",0.07525402307510376,3.92036538603402e-19,5.209509465194145e-18
1,transformer.h.8.ln_1.weight,"(768,)","(0,)",0.17610034346580505,3.9685206626291716e-22,2.2535564417242986e-21
1,transformer.h.8.attn.k_proj.weight,"(768, 768)","(0,)",0.20154011249542236,1.5410007060454998e-28,8.737324971207769e-28
1,transformer.h.8.attn.k_proj.weight,"(768, 768)","(1,)",0.5070422291755676,3.4389999717848813e-28,6.839326307321495e-28
1,transformer.h.8.attn.k_proj.weight,"(768, 768)","(0, 1)",0.1402948647737503,1.2645822126304294e-28,9.013745992405891e-28
1,transformer.h.8.attn.q_proj.weight,"(768, 768)","(0,)",0.46639779210090637,3.564918234513891e-28,7.56383563382821e-28
1,transformer.h.8.attn.q_proj.weight,"(768, 768)","(1,)",0.5380211472511292,3.960066096028681e-28,7.1686872908309335e-28
1,transformer.h.8.attn.q_proj.weight,"(768, 768)","(0, 1)",0.13218215107917786,1.2992808498441036e-28,9.829472657386133e-28
1,transformer.h.8.attn.v_proj.weight,"(768, 768)","(0,)",0.5159329771995544,1.1749886536020517e-20,2.2120045503825388e-20
1,transformer.h.8.attn.v_proj.weight,"(768, 768)","(1,)",0.5519936084747314,1.2098063334832852e-20,2.177186708942592e-20
1,transformer.h.8.attn.v_proj.weight,"(768, 768)","(0, 1)",0.14217160642147064,4.215954193559168e-21,2.9653982289151356e-20
1,transformer.h.8.attn.output_proj.weight,"(768, 768)","(0,)",0.5432360172271729,6.0460967756731255e-18,1.1001559222417534e-17
1,transformer.h.8.attn.output_proj.weight,"(768, 768)","(1,)",0.5231664776802063,5.8846997760936164e-18,1.1162957049177656e-17
1,transformer.h.8.attn.output_proj.weight,"(768, 768)","(0, 1)",0.14028820395469666,2.0973520118945414e-18,1.4950308535689487e-17
1,transformer.h.8.ln_2.weight,"(768,)","(0,)",0.17443692684173584,4.668539926486448e-22,2.6763485264702897e-21
1,transformer.h.8.mlp.mlp_up.weight,"(3072, 768)","(0,)",0.28186818957328796,8.624225254207822e-22,3.000851319216129e-21
1,transformer.h.8.mlp.mlp_up.weight,"(3072, 768)","(1,)",0.5527458786964417,1.4036837971595944e-21,2.459590855270884e-21
1,transformer.h.8.mlp.mlp_up.weight,"(3072, 768)","(0, 1)",0.0909058153629303,3.2192888476250977e-22,3.541345187066342e-21
1,transformer.h.8.mlp.mlp_proj.weight,"(768, 3072)","(0,)",0.5447871088981628,1.5173313120111333e-18,2.7253475329448e-18
1,transformer.h.8.mlp.mlp_proj.weight,"(768, 3072)","(1,)",0.2175239473581314,7.616057143965216e-19,3.481072975463047e-18
1,transformer.h.8.mlp.mlp_proj.weight,"(768, 3072)","(0, 1)",0.06992285698652267,2.7727246644202927e-19,3.965405422086321e-18
1,transformer.h.9.ln_1.weight,"(768,)","(0,)",0.18127939105033875,2.382353370444724e-22,1.3141887517743955e-21
1,transformer.h.9.attn.k_proj.weight,"(768, 768)","(0,)",0.16347269713878632,7.752923074656284e-29,5.452833451435082e-28
1,transformer.h.9.attn.k_proj.weight,"(768, 768)","(1,)",0.4950602948665619,2.0451794339425617e-28,4.1829469869965675e-28
1,transformer.h.9.attn.k_proj.weight,"(768, 768)","(0, 1)",0.11159266531467438,6.252410591978529e-29,5.602886505262181e-28
1,transformer.h.9.attn.q_proj.weight,"(768, 768)","(0,)",0.5419418215751648,1.8471801134087e-28,3.2726208098192124e-28
1,transformer.h.9.attn.q_proj.weight,"(768, 768)","(1,)",0.5518216490745544,1.8500513138439169e-28,3.269749489013374e-28
1,transformer.h.9.attn.q_proj.weight,"(768, 768)","(0, 1)",0.1543307900428772,6.845030069222419e-29,4.435297735749738e-28
1,transformer.h.9.attn.v_proj.weight,"(768, 768)","(0,)",0.5297941565513611,9.109313571043146e-21,1.6856530476262816e-20
1,transformer.h.9.attn.v_proj.weight,"(768, 768)","(1,)",0.567132294178009,9.418811598282958e-21,1.6547035680197272e-20
1,transformer.h.9.attn.v_proj.weight,"(768, 768)","(0, 1)",0.14631524682044983,3.3142705783782897e-21,2.2651573670876064e-20
1,transformer.h.9.attn.output_proj.weight,"(768, 768)","(0,)",0.5262492299079895,5.6920481706590974e-18,1.0783897397572168e-17
1,transformer.h.9.attn.output_proj.weight,"(768, 768)","(1,)",0.49704551696777344,5.486835827622961e-18,1.0989111808559836e-17
1,transformer.h.9.attn.output_proj.weight,"(768, 768)","(0, 1)",0.1304149478673935,1.9008145187374015e-18,1.457512753397626e-17
1,transformer.h.9.ln_2.weight,"(768,)","(0,)",0.1622319221496582,4.2092350676435043e-22,2.594578814862582e-21
1,transformer.h.9.mlp.mlp_up.weight,"(3072, 768)","(0,)",0.2624208629131317,8.603563914249253e-22,3.2868665855164194e-21
1,transformer.h.9.mlp.mlp_up.weight,"(3072, 768)","(1,)",0.5102848410606384,1.4097693099961844e-21,2.737453868893552e-21
1,transformer.h.9.mlp.mlp_up.weight,"(3072, 768)","(0, 1)",0.07778428494930267,2.993074589572941e-22,3.847916982109891e-21
1,transformer.h.9.mlp.mlp_proj.weight,"(768, 3072)","(0,)",0.5254983901977539,1.3715036093186739e-18,2.5988559008538036e-18
1,transformer.h.9.mlp.mlp_proj.weight,"(768, 3072)","(1,)",0.21776731312274933,7.135963067403087e-19,3.2567633068297454e-18
1,transformer.h.9.mlp.mlp_proj.weight,"(768, 3072)","(0, 1)",0.0673980563879013,2.506980226434503e-19,3.719662469806005e-18
1,transformer.h.10.ln_1.weight,"(768,)","(0,)",0.11617675423622131,3.8490164396416026e-22,3.3130693893442406e-21
1,transformer.h.10.attn.k_proj.weight,"(768, 768)","(0,)",0.15418842434883118,8.929068630541017e-29,7.005556209716474e-28
1,transformer.h.10.attn.k_proj.weight,"(768, 768)","(1,)",0.516288697719574,2.7428766859872467e-28,5.155586868265815e-28
