step,lr_step,loss_step
0.0,1.4992503748125938e-06,11.000217199325562
1.0,2.9985007496251876e-06,10.894993543624878
2.0,4.497751124437782e-06,10.69132685661316
3.0,5.997001499250375e-06,10.472887754440308
4.0,7.496251874062968e-06,10.290621519088745
5.0,8.995502248875564e-06,10.12305736541748
6.0,1.0494752623688157e-05,9.998089075088501
7.0,1.199400299850075e-05,9.881862998008728
8.0,1.3493253373313344e-05,9.749246835708618
9.0,1.4992503748125936e-05,9.727523922920227
10.0,1.6491754122938532e-05,9.677153825759888
11.0,1.7991004497751128e-05,9.635412096977234
12.0,1.949025487256372e-05,9.624492526054382
13.0,2.0989505247376314e-05,9.602937698364258
14.0,2.2488755622188906e-05,9.576541781425476
15.0,2.39880059970015e-05,9.54860508441925
16.0,2.5487256371814096e-05,9.507728815078735
17.0,2.6986506746626688e-05,9.482715725898743
18.0,2.8485757121439283e-05,9.38209354877472
19.0,2.998500749625187e-05,9.386550784111023
20.0,3.1484257871064466e-05,9.339277148246765
21.0,3.2983508245877065e-05,9.318699836730957
22.0,3.4482758620689657e-05,9.235685467720032
23.0,3.5982008995502255e-05,9.233943819999695
24.0,3.748125937031484e-05,9.151119589805603
25.0,3.898050974512744e-05,9.10523235797882
26.0,4.047976011994003e-05,9.068309664726257
27.0,4.197901049475263e-05,8.986847996711731
28.0,4.347826086956522e-05,9.012266993522644
29.0,4.497751124437781e-05,8.950666785240173
30.0,4.6476761619190404e-05,8.805457949638367
31.0,4.7976011994003e-05,8.822876214981079
32.0,4.9475262368815594e-05,8.775637745857239
33.0,5.097451274362819e-05,8.752824068069458
34.0,5.247376311844078e-05,8.619258999824524
35.0,5.3973013493253376e-05,8.566908836364746
36.0,5.547226386806597e-05,8.526858687400818
37.0,5.6971514242878566e-05,8.443121910095215
38.0,5.847076461769116e-05,8.440555930137634
39.0,5.997001499250374e-05,8.413610458374023
40.0,6.146926536731634e-05,8.34207534790039
41.0,6.296851574212893e-05,8.237625360488892
42.0,6.446776611694152e-05,8.22300136089325
43.0,6.596701649175413e-05,8.20346474647522
44.0,6.746626686656672e-05,8.14348816871643
45.0,6.896551724137931e-05,8.107255101203918
46.0,7.04647676161919e-05,8.065971732139587
47.0,7.196401799100451e-05,8.043869137763977
48.0,7.346326836581709e-05,7.952789068222046
49.0,7.496251874062968e-05,7.9843586683273315
50.0,7.646176911544227e-05,7.904401421546936
51.0,7.796101949025488e-05,7.773308157920837
52.0,7.946026986506747e-05,7.824296355247498
53.0,8.095952023988006e-05,7.704215049743652
54.0,8.245877061469265e-05,7.731078863143921
55.0,8.395802098950526e-05,7.695910334587097
56.0,8.545727136431785e-05,7.5940269231796265
57.0,8.695652173913044e-05,7.583515048027039
58.0,8.845577211394302e-05,7.490072250366211
59.0,8.995502248875562e-05,7.549275159835815
60.0,9.145427286356822e-05,7.4435871839523315
61.0,9.295352323838081e-05,7.420835494995117
62.0,9.44527736131934e-05,7.409600019454956
63.0,9.5952023988006e-05,7.3101359605789185
64.0,9.74512743628186e-05,7.237749099731445
65.0,9.895052473763119e-05,7.349552512168884
66.0,0.00010044977511244378,7.313775420188904
67.0,0.00010194902548725638,7.275094389915466
68.0,0.00010344827586206898,7.295691967010498
69.0,0.00010494752623688155,7.136561274528503
70.0,0.00010644677661169415,7.3025476932525635
71.0,0.00010794602698650675,7.180581092834473
72.0,0.00010944527736131934,7.144575715065002
73.0,0.00011094452773613194,7.1048903465271
74.0,0.00011244377811094453,7.133119106292725
75.0,0.00011394302848575713,7.015954852104187
76.0,0.00011544227886056972,7.0314764976501465
77.0,0.00011694152923538232,6.966032385826111
78.0,0.00011844077961019491,7.068178057670593
79.0,0.00011994002998500749,6.942386627197266
80.0,0.00012143928035982009,6.972822546958923
